training
"I broke my own rule and read JUST the ingredients on the back of package. Sounded Great! I gave my dog one of these ""treats"" and she loved it. The next day I read the package more carefully - and guess what? Made in China printed right there in plain view. I am very disappointed in AKC for putting their name on these products. A bag of twists and a bag of chicken jerky went right into the trash. TL;DR Seriously Disappointed!"
"I found Rio Rancho Tostado Bowls in my local supermarket, a Hannaford's, and they were outstanding! I was blown away with the superb flavor. Unlike another reviewer, I did not find the product to be flimsy at all; they held up to the very last tasty bite. (Perhaps his or her problem was due to shipping problems, and not the product itself.) I love Mexican food, but dislike the artificial ingredients added to so many of the prepackaged items. This product tasted authentic, and I just can't praise it enough. In a word, they were YUMMY! TL;DR Outstanding!"
"The texture of the chocolate-covered raspberry jells is perfect, and the taste is so close to the original that I was totally satisfied. BUT: the sugar alcohols used to sweeten it are lethal to the digestive system. If you eat more than one of them in a single day, be warned. You're going to need a restroom nearby. However, if you can restrain yourself, these are a delicious treat. My only concern is the expense, so I'd recommend asking for the candies as gifts if anyone wants to know what you'd like for a special occasion. TL;DR Warning: only eat one!"
"I was using Dove's Moisturizing Shampoo/Conditioner. It did a good job with having soft hair, but I was having snow storms of dandruff and lots of hair breakage to a point I pick off ten plus hairs off my when I got out of the shower and throughout the day. Also, with the dandruff, after the owner of my workplace (who can be very picky on appearance, down to one flake of dandruff) walked in and seeing the amount of dandruff on my black uniform, I said ""That's it!""<br /><br />I walked into Walmart and looked at the dry scalp/dandruff shampoos. Head and Shoulders somewhat did the job, but my hair gets dry and brittle and did an okay job on the dandruff. I then stumbled upon Clear. I figured I'd give it a shot, even though it was a little pricey for me (The only downfall of this product, but better than getting $25 salon stuff). I got the Shea Cleanse and Nourish so that not only did my scalp feel happy, so did my hair. Good news, I needed shampoo and conditioner anyway. I ran out of the Dove anyway.<br /><br />Went home and used it that night. The results were immediate on the spot. 75% of the flakes were gone, my scalp showed major improvements, and my hair was shiny, smooth, and soft (even though I use the Suave Keratin Serum as well, this made it go from bleh to SWEET ZOMBIE JESUS THAT'S GOOD!). The nice scent of shea was relaxing and nice, and it lasted too. I walked into work the next day (I wash my hair every other day) and a co-worker grabbed me and said ""Why do you smell sooooooo good?! I want that!"" So, told her it was my new shampoo/conditioner.<br /><br />And as for my black work uniform, I have not had to brush off flakes or pluck ten plus hairs off me!<br /><br />My hair has never felt better. I wash it every other day, and focus on the scalp a wee bit more so that I know it's doing its job. I only use a hair straightener (with a heat protection spray) on the lowest heat setting and my hair still feels and smells amazing. A male friend of mine also has the exact same problem as me and he will be getting some today to help him out (I told him they had a mens line he can look into).<br /><br />Get it! Trust me, you won't be sorry. You want a happy scalp and hair at the same time, get this. I'm not regretting it now. :) TL;DR Where have you been all my life?!"
"I got this for my sisters jackabee in NYC. She was not happy about it. Apparently it makes a mess all over the apartment... But her dog loves it. And thats the important thing. The dog was a little intimidated by it, but very quickly warmed up to it and started dragging it everywhere. Much to my sisters chagrin. So I would say this is definiately for large outside dogs. My sister now keeps it in the dog food until she can supervise its consumption in a safe area. The dog didnt get sick from it or have any adverse side effects as some other reviewers indicated.<br /><br />This bone is perfect for the large loved outdoor dog in your life! TL;DR Huge and messy"
"I'm so glad I found the larger bag, because this is the BEST coffee ever.  Now I can go longer before having to reorder!  Follow the directions, do NOT add any sugar, sweetner, cream, or milk to this.  This coffee puts Starbucks to shame! TL;DR So good I bought the bigger bag!"
"The good news:  Very easy to make, tasty good noodles, a few veggies<br /><br />The bad news: 1130 mg of sodium (about half your daily allowance) -- Yikes!<br /><br />Notes: 290 calories, 0 mg Cholesterol, 2g fiber, 2g sugar, 7g protein, 11g fat (6g saturated fat)<br /><br />These noodles are tasty, the broth is OK, there are a few veggies sprinkled on top.  Pour in boiling water wait 3 minutes (or longer) and you're done.  A good, quick, hot lunch when you're in a hurry.  But don't eat too often as the sodium content is incredibly high and would not be good for you.  OK once in awhile, though, unless you're on a sodium restricted diet, in which case, why are you even reading this far? ;)<br /><br />Tip:  You can probably reduce the sodium content by pouring off the liquid after preparing and eating just the noodles and veggies.  Or add your own healthier liquid broth, even, if you wish.<br /><br />Also, you can let this sit for 6-8 minutes of even longer and it will be good and still very hot. TL;DR Good noodles but incredibly high sodium content"
"I bought this juice to promote joint health and was pleasantly surprised by how delicious it is.  I have been using black cherry juice concentrate (which I like), but Tart is Smart juice is so much more yummy. TL;DR Delicious!"
brown rice and rice in general has a lot of arsenic! any rice or brown rice syrup from texas and other southern states is dangerous! avoid this!!! when eating rice products buy rice from asia. TL;DR WARNING ARSENIC
I loved these growing up and still do.  They really don't contain a lot of calories and now I have to hide them from the kids.  They were nice and fresh.  I do wish they were a bit cheaper but this is the best deal I've found anywhere.  Since they are imported it makes sense that they cost a little more then some other types of candy.  Love these! TL;DR These are a favorite from the past
"This is some very good sauce. I like it on fried meats, fried chicken especially. Goes very well with rice too.<br /><br />It has an interesting flavor somewhat similar to worcestershire sauce. Try it for yourself and see! TL;DR Great Stuff"
I have tried one other brand of canned whole lobster and really found the Bar Harbor brand the very best.  I also decided to regularly order two cans monthly using Amazon's subscription service.  Now I get an automatic order monthly! TL;DR Excellent Lobster Meat
"I am disappointed with this product. I used it in my coffee on several different days but I can't force myself to like it. It is not very sweet at first taste. Then the sweetness starts coming as almost an after taste. Then there's a strange after taste that follows the sweetness. I'm trying hard to like this but just can't. TL;DR After taste, not sweet enough"
"This is one of our very favorite sauces for many meals. It is great for meats, egg dishes, cassaroles and other applications.  We have bought this by the case in the past! Glad we can still purchase it. TL;DR Best Sauce!!"
"I found out about these bars in a news article. Apparently the woman behind these bars is involved with developing foods that are okay for people with Crohn's Disease. Knowing people who suffer from this, I picked up some of these bars since they are supposed to be easy for them to digest. I've gotten good feedback about them, so I would definitely buy them again. TL;DR Great Product!"
"This has got to be one of the better tasting brands of chocolates out there on the market.  Tried a sample of it, got hooked and ordered it over and over again.  Everyone I've given it to always says how good it tastes.  Makes a wonderful gift or even just as something to treat yourself to!  Have tried several kinds, the Mill Creek, the Family Assortment, the white chocolate pretzels.  In one word, DELICIOUS. TL;DR Delicious candy!"
"As good tasting as any non organic corflakes out there... and better... being organic means no GMO... yeah!!!!  They are really nice for breakfast time.  Only problem was all six packages came tied together with packing tape... no thought put in packing the six boxes.  The boxes were destroyed in order to separate them .. what a shame someone was giving a roll of packing tape who did not know how to use it properly. TL;DR Great Product, not so great packaging"
I have been ordering Lavazza espresso pods from amazon for several years now. My recent order has pods made with a different paper that make tan water not coffee. I can not find anyone to respond to my complaints. All I ask is that they replace the defective pods. My espresso maker works fine. TL;DR Major screw up and no customer service available
"Compared to a national franchise that has a last syllable of ""buck$"" (cheap shot, I agree), this easy-to-make mix is just as rich, but perhaps not as overtly sweet. (Plus, you don't have to commute for your chocolate, you get a cool plastic container with ""chocolat chaud"" written on it, and you know the contents of what you're drinking!) Mr. Domingo Ghirardelli began his company more than a century ago, and today, Ghirardelli hot chocolate mix is made in the San Francisco Bay area (picturesque San Leandro--south of Oakland, north of Fremont). Of course, Ghirardelli Square in San Francisco is a well-known and loved attraction for native and visitor alike, where diners can watch as the giant Wonka-like mixer whips up the potion.<br /><br />At home, simply microwave milk or water for 3-4 minutes and add the mix, or put liquid and mix into a small pan, and stir until you've reached the desired heat. Whipped cream or marshmallows are traditional accoutrements, although drinking it straight is an experience just as beautiful. Ingredients are sweet ground chocolate and cocoa (the latter contains sugar, cocoa processed with alkali--they are very forthcoming about its manufacture--unsweetened chocolate (also process with alkali), soy lecithin--an emulsifier, and vanilla. C'est tout!<br /><br />Not counting the milk or water base, 3 tablespoons of chocolate mix has only 80 calories, 1.5 grams fat (0.5 g saturated), 19 g total carbohydrates (of which 1 g is dietary fiber and 17 g are sugar, not clear what happened to the other one gram), and there is even one whole gram of protein, and 2% of the recommended daily value of iron!<br /><br />OK, so it's not exactly a health drink. But it is relatively low fat, no or very little caffeine, and, most important of all,  makes a ""bowl of soul,"" a creamy rich, closed-eyed dreamy experience of fragrance and flavor, that only reminds you of the good things and prepares you for the others. It may move you, as it does me, to rhapsodic heights. Twenty servings per can, give some to your sweetie. TL;DR You Gotta Love It!"
"I'm having some of this for lunch & wow. I'm not a great cook but this makes me look like a chef!. This rice, first batch, is fluffy & light, The aroma & taste are light & fresh like rice from the Asian market. The whole kitchen smells delicious. This rice doesn't seem even distantly related to the usual grocery store rice.<br />The product is very clean in a beautifully prepared/sealed bag.<br />Will order this again! TL;DR Yumm. Easy, quick . Cooks like a pro!"
"I would have to say it is the most flavorful and delicious hot sauce that I have ever experienced. Even though this is labeled hot, the bursting flavor will make you forget that it's a hot sauce. I recommend it to anyone. TL;DR Best Hot Sauce Ever"
"I work at a senior center where we have a red hat ladies event and you would not believe the enjoyment from everyone watching their tea brew and turn into a flower! I know these are more common in country's outside the US, but I can't believe these are not sold in specialty tea shops or even megamarts! And not only were they very pretty but also very tasty! Well recommended! TL;DR Great Entertainment"
"My baby prefers this ""ready to serve"" Enfamil Premium over the powder type.  Since Enfamil Premium Infant came out a bit sweeter (compared to Enfamil Premium Lipil), my baby loves it.  Even though it is a bit pricey, Amazon sometimes has it on sale for $34 a case of 6, which is much cheaper than Babies R Us and Walmart. TL;DR Great Product"
"I LOVE spicy ramen, but for whatever reasons this thing burns my stomach badly and the burning sensation doesn't go away for like 3 hours! Not sure if that is healthy or not .... and you can buy this at Walmart for $0.28, way cheaper than Amazon. TL;DR It burns!"
"These are the best stuffed grape leaves I've tried so far. They look just like in the picture, none of them were split. I immediately ate half of the can and very pleased with the taste. The spices and the lemon flavor make them very tasty. TL;DR Delicious"
"what a great deal yummy candy in this soaker gun,my boys loved eating the candy then squirting each other,lol TL;DR kids love these!!"
Both  dogs are loving this food and eat it readily - they seem to be losing a little bit - that was my goal - Soooo I have to say this dog food works for them<br />Lots of good things in there for them - I like it TL;DR dry dog food-low fat-
I am always looking for healthy choices in food and products to help lower cholesterol without taking medication. This product is definitely not available in our area. Amazon has it all! TL;DR Great product
"This product is OK, but it contains too much hays which are very thick and hard.  My bunny doesn't eat the hard hays unless she is starving. TL;DR OK, but too thick and too hard"
"Excellent,rich coffee,I grind these beans,and brew them in my Bunn drip coffee maker.Some of the best I've found. TL;DR dark coffee"
"I'd have suspected that the vanilla mint wouldn't be the favorite between our four dogs, but it is!  These treats fit into a variety of the everlasting treat balls.  We have the large blue one that takes two 'dog hockey pucks' and two orange ones that take one each.  These are about the density of bone, and are made of not particularly nutritious stuff but are excellent for cleaning teeth and  giving the jaws a workout.<br /><br />We have a very old, very big malamute, another pretty old pointer, a big...err...we're not sure what he is exactly, part rotty, part small bear, part cat...and a black lab puppy.  Everyone loves the everlasting treats, but this is definitely the favorite followed by the barbecue/smoke one.  The malamute isn't much for chew toys, but he absolutely mauls this like he was 12 years younger.  Everyones teeth look considerably better after a few weeks of these treats. TL;DR All four dogs love these"
"like, ooo my gosh. i think i have found like, the best candy, in the world! aaaaah! they awake in me a strange and perverse desire to bite off the heads and leave them in my purse for month after month! they go good with everything, like ice cream and even eggs. i recommend this candy for everyone, especially if you're in your tweens, or if your name is c-rieeazzall. which it is not. so stop pretending and go buy some of these swedish fish! TL;DR AAAAAAGH ITS BETTER THAN CRACK!!! AND ATKINS BARS!!!"
"Does this mix make adequate pancakes? yes. Does it make great pancakes? No. So I give it a ""good enough"" rating. TL;DR Good enough"
"So I've tried all the major brands out there - even used to have the Subscribe and Save to Zico for the past year. I've been on the ONE Subscribe and Save for the past 3 months and I must say, I'm extremely thrilled.<br /><br />Tastes great - fresh young coconut water taste. Highly hydrating product, even great when recovering from illness.<br /><br />--- Slightly gross story so avoid if you want ---<br />I recently had a sinus infection and the high amount of potassium helps with thining out your mucus so you don't have as much pressure in your head. Worked like a charm and sure beats eating 2-3 bananas a day and it helps keep my hydrated!<br />--- end story ---<br /><br />Keep in mind I work for a large food & beverage company and I can tell you this sure beats any product we make!<br /><br />Overall, I love this product, wish they still had the 50% offer, it was a STEAL! I will continue to keep this as a S&S product for my household. TL;DR Tried them all - heavy user and this is the best"
"As every chocolate, this is high in fat and saturated fat. I'm a choco-holic and can't live w/out eating chocolate every day, and since I can't control myself, I ordered these. The taste is really good. If I didn't know it was made with Splenda, I wouldn't have guessed it's made with sugar substitude. The only reason I gave it 4 out of 5 stars is the high price and high saturated fat. But after all, better than eating regular milk chocolate! TL;DR Very delicious, but..."
"This is a coffee on the light side between a mild and medium roast. It is just right for a wake-up in the morning. We will continue to buy this blend at the subscribe and save rate. The price for the 80 count is excellent and, in all ways, it seems to be an great purchase. TL;DR San Francisco Breakfast Blend Coffee for Keurig"
"I do like the flavor of this EVOO, but it is extremely clear for ""unfiltered"".  Will keep looking for a better ""unfiltered"" TL;DR Good, but question ""unfiltered"""
"My 9mo old loves these. They are quite airy and delicious too, perfect exception to the ever present cheerios snack. Love that they're organic and made of decent ingredients. TL;DR Perfect snack"
"I am really enjoying the variety of great coffees in this sampler pack. I can now appreciate the qualities of the various blends. I was born and raised in Italy and I am very demanding when it comes to a real, Italian espresso: I am totally satisfied with the ESE pods and machines (mine is a DeLonghi): just remember to only use the first drops of coffee for perfect body and ""crema""! TL;DR Wonderful selection"
"Thats what we acted like when we set up this machine and made snow cones.  Easy set up, the ice was shaved like a slush bought at a baseball game!  We tried a variety of flavors that were all pleasing.  It never stopped working for a neighborhood party and we mustve made approx. 30-40 cones counting all the adults.  Cleanup was a breeze, just drained right out.  No washing or turning it around to get all the water out.<br />Our only regret was that we didnt purchase this 5 yrs. ago. TL;DR GROWNUP KIDS"
So after almost dying of dehydration from the grocery store sold pumpkin seed that are mostly salt with some seed. These Energy Club Seeds are outstanding. You can easily eat tasty handfuls without having to have water standing by. Enjoy. TL;DR Pumpkin Seed: The Better
"This is the best Snapple flavor I have ever had.  It is very hard to find, though!  However, this price is way too expensive.  I have only been able to find it at one local deli and they ordered a case for me. TL;DR Best flavor ever!!"
"Sir Kensington's did a great job of updating the classic ketchup with this wonderful product. The refreshed taste of this Ketchup is a great update, and now leaves me disappointed when I'm given Heinz while out at a restaurant.<br /><br />For you Heinz die hard fans out there, this is not the ketchup for you. But for those of you who wish you always knew what ketchup could be without the chemical aftertaste found in Heinz, be sure to give this Ketchup a try.<br /><br />Don't forget the spiced variety. Purchasing the pack with both the classic and spiced variety for your first Sir Kensington experience is definitely the way to go. TL;DR Deliciously scrumptious"
"Makes a great snack. If you read the nutrition panel you'll be impressed. Nice to stow in a back pack or an office desk. TL;DR Great low carb snack, vegan, low fat, protein"
"Love the flavor. Not a very strong maple-brown sugar flavor, but enough to get the taste. We eat this stuff for breakfast and I take some for a snack for lunch, so the quantity of 5 boxes in one order seems like a lot, but for the price and for how quickly we go through it (2 of us within about 1-2 weeks) this is a great deal! TL;DR Great granola!"
my cat loves this food and for 24 cans of food for 11 dollars thats a steal...its a great buy and i will be buying more! TL;DR friskies
"This is by far my favorite bold coffee!!  It is rich, bold and holds up well with my flavored creamer!! TL;DR Bam!!"
This hard to get item is not only tastey but a great<br />snack to control hunger. TL;DR Turkey-licious
Our three dogs love it.  We have an older lab with sensitive stomach and he has been great with it.  Highly recommend. TL;DR Great product
I bought a bag of these for a party.  I didnt have time to toast the pita myself.  I saw these and gave them a try.  They were prefect.  A quick way to have a stylish dip/chip at a party.  Also easy to transport.  I loved them & so did my guests. TL;DR Perfect for Hummus & Pita
"These bottles really are great. I breast feed but hate to pump, so these bottles are great for my husband to feed the baby while I run out to the grocery store, or take a nap! 2oz is enough to tide the baby over without messing up my supply. My baby is 5 months now and he's just starting to outgrow these bottles... he needs 3-4oz a feeding. TL;DR Great product"
I bought these for $9 for a box at 18 ct at Big Lots - nit from Amazon. I love them.  Not an overly flavored French Vanilla taste - just a smooth cup of coffee.  I prefer Starbucks and Tulley's - but for this price. TL;DR Not my #1 choice - but a strong #3
product comes with water absorbing crystals. If you add too much water they expand to over twice the container size. never did get to see if it would grow other wise. TL;DR dont add too much water
"Perfect coffee at a really good price. Can't complain anything about it. Color, taste, smell are all great.<br />I would prefer the smaller boxes to be sold at this price to retain freshness throughout the use. TL;DR Just Perfect"
The blend of ingredients is great and a good balance of dried fruit and nuts that our family enjoys. I was having trouble finding it in the local stores that I shop so I thought I would shop for this online. I was happy to find it but unhappy about how much more it costs to order online than picking it up at a local store. I don't think I will order it again online and will simply keep my eyes open when I shop locally. TL;DR Great product but expensive.
"I saw this at my local Dollar Tree which I had just begun frequenting.  I thought ""..hmm name brand, Snapple, sure why not"" and grabbed it to try.  I don't usually drink Snapple products so I have nothing to compare it to, however, being an avid drinker of Emergen-C and other powder based water flavour-ers I was eager to try this.<br /><br />It was actually quite good.  I split one pouch among two 16.9 fl oz bottles of water.  I like it a little diluted; just enough to get my tastes buds going.  Though I must admit, in the morning, even diluted it's too sweet for me.<br /><br />I was not expecting this to taste that good.  Word of advice, follow the directions.  I didn't the first time and dumped it in and wondered why the powder wasn't dissolving and almost swore off the product for good.<br /><br />If you can get it for a $1 at your local dollar store then I say it's worth it.  At 10 cals a pack it's much better than a soda or energy drink :) TL;DR Not bad at all.. especially for a $1!"
"This jam is quite tasty and, like many other people who consume it, I choose it rather than a normal type of jam because it is lower in calories. However, I don't deceive myself that it won't raise blood sugar. Yes, this jam is, as the label states, ""sweetened only with fruit juice."" However, any jam which is not made with artificial sweeteners--which this one is not--inevitably derives the vast majority of its calories from some type of sugar. Because of this, the sweetener will appear first in the ingredient list, as is the case with this jam: ""Juice concentrate (pear, grape), raspberries, maltodextrin (dietary fiber), fruit pectin, citric acid, natural flavor.""<br /><br />This product is essentially almost 100% fructose because Polaner has substituted fructose for sucrose as a sweetener and it also is made from whole raspberries. This is a reduced-calorie jam because, since fructose is twice as sweet as sucrose, the producers only need to use half as much of it as they would have of sucrose. Meaning that this jam has about half the calories of regular jam.<br /><br />If you have never had this jam before and are used to regular jam, this jam may taste different to you and initially you may think it isn't quite as sweet. To my own taste, though, since I'm used to eating this brand of fruit spread, it tastes quite sweet enough to me.<br /><br />As stated above, this product contains no artificial sweeteners of any kind. Virtually every artificial sweetener ever sold to the public has been associated with health hazards, including the most serious one of all, cancer, and less serious but quite aggravating problems such as headaches, allergies, brain fog, and digestive problems. This jam also contains no high fructose corn syrup (HFCS) which is currently the principle sweetener in processed foods in the United States. Fructose that occurs naturally in fruit--which is what is used in this jam--is one constituent of a whole food that has many other healthy nutrients within it, such as potassium, calcium, phosphorus, magnesium, manganese, and zinc. In contrast, the fructose in HFCS is made from a chemical process. Not only is the fructose stripped entirely from the corn it used to be part of, it now contains unnatural chemicals as well, so nothing healthy remains for the body to utilize to nourish itself. In addition, when HFCS is consumed, it cannot be digested in the small intestines as fructose from fruit can. Instead, the liver has to process HFCS. The liver turns it into triglycerides which cause two main, interrelated health problems. They either are immediately stored by the body as unnecessary fat, leading to obesity, or they clog the arteries, which promotes heart disease and cancer. In addition, digesting HFCS is harmful to the liver, one of the most vital organs in the body.<br /><br />Though this low-cal product has sidestepped those two main issues, I do have a couple of health advisories about it for consumers. First, since the fruit pectin in this product is a standard thickener in jellies and jams and its own natural form of fiber, I am not sure why Polaner opted to add in maltodextrin and call that ""fiber"" too. Anyone with a gluten intolerance should be wary of this product because of the maltodextrin since some people with gluten intolerance are getting sick from the maltodextrin in this jam. The producers claim on the label it is ""gluten-free,"" but maltodextrin can be made from either wheat or corn, and apparently this company is not being careful enough about contamination with gluten.<br /><br />A second problematic ingredient is its ""natural flavor."" It is possible that the producers have added raspberry extract, a chemically derived substance that has a taste similar to real raspberries, in order to get away with using less real raspberries, which are more expensive than flavoring. The definition of natural flavor under the Code of Federal Regulations is: ""The essential oil, oleoresin, essence or extractive, protein hydrolysate, distillate, or any product of roasting, heating or enzymolysis, which contains the flavoring constituents derived from a spice, fruit or fruit juice, vegetable or vegetable juice, edible yeast, herb, bark, bud, root, leaf or similar plant material, meat, seafood, poultry, eggs, dairy products, or fermentation products thereof, whose significant function in food is flavoring rather than nutritional"" (21CFR101.22). That essentially means that natural flavor is derived from a real food, but the process by which it is derived is anything but ""natural,"" and shrouded in purposeful mystery so that the consumer is lulled into believing a product containing it is far more healthy than it actually is. TL;DR Delicious taste, but you pay a premium to substitute fructose for sucrose"
"My 2 GF/DF girls love this instant oatmeal. We have tried MANY MANY brands for a quick breakfast option and this one is by far the best. It is a bit sweeter than old fashion oatmeal, but not overbearing by any means!  Great start to the day! TL;DR GF/ DF done right!"
"This is the second box of Walkers Shortbread I have purchased, and I think it is the best shortbread around. So buttery and good. I will purchase more soon. TL;DR Once again I have to say ""YUMMY!"""
These are an amazing healthy snack! 34 sticks per serving and all the varieties are in the low hundred for calories! You really cant beat that and with great flavor and crunch. Happy snacker!!! TL;DR I wish I could give them 6 stars!
"My Mom loves it! The flowers are beautiful and fresh, the gift is wrapped carefully and the service is very good.Thank you! :) TL;DR Excellent service!"
By using the get $25.00 off for a purchase of $49.00 or more I was able to purchase two of the 12ct boxes of family sized tea bags for a very affordable price.  I have used the promotion in the past and will most definitely use it again in the future.  The teabags are very fresh and the shelf life is more than adequate to ensure I'll use them up before they expire. TL;DR Taking advantage of the special offers!
"I had doubts the pill pockets would work with our cat, because she prefers hard, crunchy food.  I waited until she was hungry. She sniffed it and decided to give it a try.  She chewed and chewed and chewed on it.  I thought she was going to spit it out, but it all went down. TL;DR Worked Great!"
"Excellent lady Fingers!!! I have used them several times and they are perfect. I will order again. Getting them in this amount allows me to have what I need in my pantry when I get ready to make Tiramisu, no running out to the store hoping to find them. TL;DR Perfect Lady Fingers"
"I ordered $35+ of product to qualify for the free gift. I added the promotion code during checkout. Needless to say, I was confused when everything BUT the free gift arrived. I contacted them asking if they would track where it was, and was told:<br /><br />""Thank you for your email. I apologize, but the cookies are not on your order from Amazon.  As per the instructions on Amazon,  you would have needed to put them in your cart and use the promotion code.  Promotions are not automatically applied. I apologize for any confusion.""<br /><br />So there you have it. Unless you clicked on the box that says ""here's how"", you would never know you needed more than just the promotion code to get the free gift. You do, indeed have to add the free gift to your cart AND use the code. Wish they said that on the main page of the product. Maybe they'll update the product page now that there is a complaint.<br /><br />How do they taste? I have no idea. I'll come back and edit this after my husband opens them on Christmas morning. TL;DR Free Gift Promotion has a trick to it."
THESE TASTE GREAT.. ANOTHER ITEM I BOUGHT FOR AN EX BOYFRIEND NOW SO I ASSUME ALL IS GOOD SINCE I DON'T HEAR ABOUT IT. TL;DR GOOD
"These are a wonderful alternative to expensive K-Cups.  After opening up the sealed bags, I kept mine in a ziplock bag until use.  The 80 count French Roast is significantly cheaper at Costco. TL;DR Cheaper @ Costco"
"I just received my order.  Big box for 2 ounces of chocolate.  But I find it is all protected and cool inside a thermal container.  So that's why the shipping and handling cost more than the chocolates.  Okay.  Get through that and there is a little box with five little pieces of chocolate.  They must be pretty special and pretty hot I imagine.  So get a glass of water handy and pop one of the more than $5 each little pieces in the mouth.  Wait.  Those ghost chilis will kick in soon and set my mouth on fire... Right?  Nope.  Not that good a chocolate.  And no ghost chili kick.  I could get a good chocolate bar with real chili you can taste for about $1 at world market.  Oh well.  So it's all a learning experience.  I learned that the ingredients on the container actually says that somewhere in there they sprinkled some dried ghost peppers in there.  If you want to impress someone by telling them you ate ghost chili chocolate, but you can't take the heat of real chili, then this might be the way to go.  But I wouldn't waste my money.  Unfortunately there were no reviews for me.  But now you have one.  Extremely disappointed. TL;DR i wouldn't"
It is a great cereal.  It really hits the spot!  It is great to have something that is so easy to prepare and taste so good! TL;DR Arrowhead Mills Puffed Rice
